CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12,CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12 href,CompactOpportunityCardsc__NotDisclosedMessage-sc-dkg8my-27,TagStyle__TagContent-sc-66xi2f-0,TagStyle__TagContentWrapper-sc-r1wv7a-1,TagStyle__TagContentWrapper-sc-r1wv7a-1 2,TagStyle__TagContentWrapper-sc-r1wv7a-1 3,TagStyle__TagContentWrapper-sc-r1wv7a-1 4,TagStyle__TagContentWrapper-sc-r1wv7a-1 5,ThumborImagesc__CustomImage-sc-1uzwahj-0 src,stylessc__ShieldBadge-sc-1cbkdr9-1 src,CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14,CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14 href,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 2,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 2,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 3,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 3,CompactOpportunityCardsc__UpdatedAtMessage-sc-dkg8my-26,CompactOpportunityCardsc__SalaryWrapper-sc-dkg8my-32
Data Entry,https://glints.com/id/opportunities/jobs/data-entry/4a97c73b-0f94-40c9-8d21-7ef57aa7de62?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,,Penuh Waktu,Kurang dari setahun,Minimal SMA/SMK,Communication Skills,6,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/82becc9508fbe4ee5d41f6cebbba6215.png,,Panda Rackindo Jaya,https://glints.com/id/companies/panda-rackindo-jaya/058caf01-b0c8-405c-b948-6800fc7c82df,Cengkareng,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/cengkareng,Jakarta Barat,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,6 hari yang lalu,Rp 2 jt-3 jt
Magang Credit Analyst,https://glints.com/id/opportunities/jobs/magang-credit-analyst/afdae430-0b5f-4fd7-85fc-5f8122399c7c?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,,Magang,1 – 3 tahun,Minimal Diploma (D1 - D4),Teamwork,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/58f0c190d01f5b810cb6b798181297c7.jpg,,PT Parinama Simfoni Indonesia,https://glints.com/id/companies/pt-parinama-simfoni-indonesia/3596adfa-c641-45fc-9967-c807da4beda6,Bandung Kidul,https://glints.com/id/job-location/indonesia/jawa-barat/bandung/bandung-kidul,Bandung,https://glints.com/id/job-location/indonesia/jawa-barat/bandung,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,Kemarin,"Rp 2,2 jt-3 jt"
Admin Data,https://glints.com/id/opportunities/jobs/admin-data/9027fff9-db5c-4bef-8b81-6b4a5ccc40ab?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Detail Oriented,4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/d22fa2b0306de7742f6b3ac1ab72554a.png,,PT Jet Transport Services,https://glints.com/id/companies/pt-jet-transport-services/6f059de1-9f4a-42f1-9601-559e5cb10835,Penjaringan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara/penjaringan,Jakarta Utara,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,8 hari yang lalu,"Rp 5,5 jt-6 jt"
Social Media Analyst,https://glints.com/id/opportunities/jobs/social-media-analyst/8ad1b3c9-6384-4d89-a095-fd2b04e46227?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Analytical Skills,5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/fb84a34cf1ec9cd7d4975777ac0b4768.png,,CV Perajutan Sahabat,https://glints.com/id/companies/cv-perajutan-sahabat/337cd844-58b2-41fc-b7d1-90e78453e93c,Dayeuhkolot,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bandung/dayeuhkolot,Kab. Bandung,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bandung,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,Kemarin,"Rp 3,5 jt-4,5 jt"
IT Business Analyst (for Insurance industry),https://glints.com/id/opportunities/jobs/it-business-analyst-for-insurance-industry/1eeeaab8-9401-454e-822a-d5c7d1219afd?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Csm,7,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png,https://glints.com/images/icons/vip-badge.svg,PT Sigma Global Teknologi,https://glints.com/id/companies/pt-sigma-global-teknologi/1cb01218-d1de-4e0c-b7a4-cb7865f3baae,Kebayoran Lama,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/kebayoran-lama,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,23 hari yang lalu,"Rp 5 jt-7,5 jt"
Business Analyst Internship,https://glints.com/id/opportunities/jobs/business-analyst-internship/4d99e800-5235-47ad-b0b4-78fde348f5de?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,Perusahaan Premium,Magang,Kurang dari setahun,Minimal Sarjana (S1),Data Analytics,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/fbf113b9a491318cbba2053cc9aff9ec.png,https://glints.com/images/icons/vip-badge.svg,PT Visionet Data Internasional,https://glints.com/id/companies/pt-visionet-data-internasional/685ebe79-7559-4050-9f0e-a88230859726,Karawaci,https://glints.com/id/job-location/indonesia/banten/tangerang/karawaci,Tangerang,https://glints.com/id/job-location/indonesia/banten/tangerang,Banten,https://glints.com/id/job-location/indonesia/banten,14 hari yang lalu,
Finance Analyst,https://glints.com/id/opportunities/jobs/finance-analyst/a7e096d2-653a-4fee-939c-8b6d16e2bdc9?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Microsoft Office,4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/4fdc8d85323423321545bbfcaa232464.png,,PT Pelayaran Surya Timur Line Group,https://glints.com/id/companies/pt-pelayaran-surya-timur-line-group/f6c69c94-3f5b-4079-9dc3-4fae1fcc4734,Krembangan,https://glints.com/id/job-location/indonesia/jawa-timur/surabaya/krembangan,Surabaya,https://glints.com/id/job-location/indonesia/jawa-timur/surabaya,Jawa Timur,https://glints.com/id/job-location/indonesia/jawa-timur,16 hari yang lalu,"Rp 3 jt-6,5 jt"
Admin Data,https://glints.com/id/opportunities/jobs/admin-data/d8ece4a4-ca50-4078-951f-3762ddecbd26?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,Perusahaan Premium,Penuh Waktu,Kurang dari setahun,Minimal SMA/SMK,Data Entry,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ce1892babccb7c9b038d1755e9566387.jpg,https://glints.com/images/icons/vip-badge.svg,Lontong Malam Insomnia,https://glints.com/id/companies/lontong-malam-insomnia/24f9576a-aa62-4510-8887-b16050a5984f,Medan Sunggal,https://glints.com/id/job-location/indonesia/sumatra-utara/medan/medan-sunggal,Medan,https://glints.com/id/job-location/indonesia/sumatra-utara/medan,Sumatera Utara,https://glints.com/id/job-location/indonesia/sumatra-utara,14 hari yang lalu,"Rp 1,5 jt-2 jt"
Ads Analyst (Meta & Marketplace),https://glints.com/id/opportunities/jobs/ads-analyst-meta-and-marketplace/604cd85c-39bb-4be2-8d18-424ef75bdf32?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Meta Ads,8,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f33b7efdd3b54dd7ebd9991bf91901ad.png,https://glints.com/images/icons/vip-badge.svg,PT. Raja Mitra Sehati,https://glints.com/id/companies/pt-raja-mitra-sehati/28aa61d6-ab2f-4aa8-a9a9-641bdb5c1ffd,Margahayu,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bandung/margahayu,Kab. Bandung,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bandung,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,42 menit yang lalu,"Rp 3 jt-4,5 jt"
Content Creator (Personal Assistant) Personal Colour Analyst,https://glints.com/id/opportunities/jobs/content-creator-personal-assistant-personal-colour-analyst/2324e245-16e4-4596-ae61-db8d287507c7?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Positive Attitude,5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/793c73bbb8fd3209f72e76d96185759a.jpeg,,24Tokyo,https://glints.com/id/companies/24tokyo/f9b8a575-b0d2-4f29-a888-4be18875c488,Penjaringan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara/penjaringan,Jakarta Utara,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,10 hari yang lalu,"Rp 5,5 jt-7 jt"
Senior IT Business Analyst,https://glints.com/id/opportunities/jobs/senior-it-business-analyst/b61205ad-b143-4803-bf47-22d0ce8f307e?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,Perusahaan Premium,Kontrak,5 – 10 tahun,Minimal Sarjana (S1),Brd,5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png,https://glints.com/images/icons/vip-badge.svg,PT Sigma Global Teknologi,https://glints.com/id/companies/pt-sigma-global-teknologi/1cb01218-d1de-4e0c-b7a4-cb7865f3baae,Setiabudi,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,Kemarin,Rp 13 jt-15 jt
Admin Data Entry,https://glints.com/id/opportunities/jobs/admin-data-entry/95cbf176-b41a-4f97-809f-b6ef0be3137b?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Teamwork,4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7127ed8c1d4118ab73bf34a5c507cb41.jpeg,https://glints.com/images/icons/vip-badge.svg,Speicher Concepts,https://glints.com/id/companies/speicher-concepts/20c6a0e7-abd9-4bc2-b6ed-ada2485abfa3,Parongpong,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bandung-barat/parongpong,Kab. Bandung Barat,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bandung-barat,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,23 hari yang lalu,"Rp 1,5 jt-2,5 jt"
Business Analyst - Banking Industry,https://glints.com/id/opportunities/jobs/business-analyst-banking-industry/ed377889-d8fa-4d05-97d7-dd3112b535a7?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),SDLC,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png,https://glints.com/images/icons/vip-badge.svg,PT Sigma Global Teknologi,https://glints.com/id/companies/pt-sigma-global-teknologi/1cb01218-d1de-4e0c-b7a4-cb7865f3baae,Pancoran,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/pancoran,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,7 hari yang lalu,Rp 10 jt-12 jt
Marketing Analyst,https://glints.com/id/opportunities/jobs/marketing-analyst/2d68eba1-9243-41f2-a7b9-12a77375444a?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Marketing Management,10,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5319ee15162b5f9a7eb724bf0b8cc123.png,,Upscale Living,https://glints.com/id/companies/upscale-living/5e0bee50-8bc0-4afe-a653-817c580d1d35,Denpasar Timur,https://glints.com/id/job-location/indonesia/bali/denpasar/denpasar-timur,Denpasar,https://glints.com/id/job-location/indonesia/bali/denpasar,Bali,https://glints.com/id/job-location/indonesia/bali,7 hari yang lalu,Rp 3 jt-6 jt
Market Analyst Internship,https://glints.com/id/opportunities/jobs/market-analyst-internship/73e4162f-649b-4818-8ac5-376bc7c0cad8?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,Perusahaan Premium,Magang,Kurang dari setahun,Minimal Diploma (D1 - D4),Data Monitoring,6,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7ad859cc56c9e523d88e6dd0684d0515.png,https://glints.com/images/icons/vip-badge.svg,Turnkey Group,https://glints.com/id/companies/turnkey-group/00bc8c01-306d-4b28-81eb-d2054376b54e,Batu,https://glints.com/id/job-location/indonesia/jawa-timur/batu/batu,Batu,https://glints.com/id/job-location/indonesia/jawa-timur/batu,Jawa Timur,https://glints.com/id/job-location/indonesia/jawa-timur,16 hari yang lalu,Rp 2 jt-3 jt
Business Analyst Intern,https://glints.com/id/opportunities/jobs/business-analyst-intern/501be86b-94a6-47f6-aa4d-78c1e9ab8968?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,,Magang,Kurang dari setahun,Minimal Sarjana (S1),Communication Skills,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/68ae00d5f83a8ff9315b2a3ece2b7dfa.jpg,,Pt. Ivonesia Solusi Data (ivosights),https://glints.com/id/companies/pt-ivonesia-solusi-data-ivosights/68880678-17cf-40d9-8b7e-aa6b53f28eea,Setiabudi,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,1 bulan yang lalu,Rp 2 jt
Credit Analyst,https://glints.com/id/opportunities/jobs/credit-analyst/1ae7d852-398c-4b52-abdb-90a84670dca6?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,,Kontrak,1 – 3 tahun,Minimal Diploma (D1 - D4),Credit Risk,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/a1ce2acf1af2c97655a38b939c38ab01.jpg,,PT Indodaya Alih Tama,https://glints.com/id/companies/pt-indodaya-alih-tama/4b4e6931-a246-4a57-8840-bd79cadf7f92,Serpong,https://glints.com/id/job-location/indonesia/banten/tangerang-selatan/serpong,Tangerang Selatan,https://glints.com/id/job-location/indonesia/banten/tangerang-selatan,Banten,https://glints.com/id/job-location/indonesia/banten,8 hari yang lalu,"Rp 4,5 jt-5 jt"
IT Business Analyst (Female) - Mining Industry (ASAP),https://glints.com/id/opportunities/jobs/it-business-analyst-female-mining-industry-asap/75ac8e7d-fa87-4e85-9b7a-8388b50696c9?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Business Analysis,4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png,https://glints.com/images/icons/vip-badge.svg,PT Sigma Global Teknologi,https://glints.com/id/companies/pt-sigma-global-teknologi/1cb01218-d1de-4e0c-b7a4-cb7865f3baae,Pulogadung,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur/pulogadung,Jakarta Timur,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,2 hari yang lalu,"Rp 7 jt-8,5 jt"
Credit Analyst,https://glints.com/id/opportunities/jobs/credit-analyst/a96a4f59-ca22-4ae8-a220-d42f74221cc2?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,,Penuh Waktu,Kurang dari setahun,Minimal SMA/SMK,Discipline,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/dcf19befbd9f50dfcb6f8aab39676906.png,,PT Bintang Service Management,https://glints.com/id/companies/pt-bintang-service-management/99985759-6aea-414a-b052-03b7f8850c1a,Pemalang,https://glints.com/id/job-location/indonesia/jawa-tengah/kab-pemalang/pemalang,Kab. Pemalang,https://glints.com/id/job-location/indonesia/jawa-tengah/kab-pemalang,Jawa Tengah,https://glints.com/id/job-location/indonesia/jawa-tengah,13 hari yang lalu,"Rp 2,2 jt-3,2 jt"
Analisis Data Operasional,https://glints.com/id/opportunities/jobs/analisis-data-operasional/b341b55f-bb4f-40ce-aab3-97a380b06b7f?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,,Penuh Waktu,Kurang dari setahun,Minimal Sarjana (S1),Teamwork,4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/50375acd0d9b890dc1fc2d4339489ef4.jpeg,,Oma Opa Cakery,https://glints.com/id/companies/oma-opa-cakery/3380bb06-1f5d-41e3-af64-3ba0273f8205,Kapanewon Depok,https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-sleman/kapanewon-depok,Kab. Sleman,https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-sleman,DI Yogyakarta,https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja,7 hari yang lalu,"Rp 2,1 jt-2,3 jt"
Transaction Monitoring Analyst,https://glints.com/id/opportunities/jobs/transaction-monitoring-analyst/fdb3cb9e-3a5e-4844-a125-9080005ace57?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Fraud Analysis,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/06cdbc8295190db5c8af8386f875f5e4.png,,PT CTXG Indonesia Berkarya,https://glints.com/id/companies/pt-ctxg-indonesia-berkarya/42988440-f9cb-40ea-8f6e-4f70ba6629d6,Kebayoran Baru,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/kebayoran-baru,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,3 hari yang lalu,Rp 5 jt-8 jt
Marketing Analyst,https://glints.com/id/opportunities/jobs/marketing-analyst/007a7037-d6c1-4287-be9e-dd4e469dd1d8?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,,Penuh Waktu,Minimal Diploma (D1 - D4),Microsoft Excel,Administration,6,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/293e4e46d628f0f5d4e8cb76c02c76b8.png,,PT. SMSS,https://glints.com/id/companies/pt-smss/4e2b6146-3822-4581-a392-406371562552,Driyorejo,https://glints.com/id/job-location/indonesia/jawa-timur/kab-gresik/driyorejo,Kab. Gresik,https://glints.com/id/job-location/indonesia/jawa-timur/kab-gresik,Jawa Timur,https://glints.com/id/job-location/indonesia/jawa-timur,16 hari yang lalu,Rp 3 jt
Supervisor Proyek,https://glints.com/id/opportunities/jobs/supervisor-proyek/ebc1c151-359e-4388-b0c6-b274675a41dd?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Project Coordination,4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/583a9f399049d3fe7c183611d6c2266b.jpg,https://glints.com/images/icons/vip-badge.svg,Mata Air Persada,https://glints.com/id/companies/mata-air-persada/2338047e-e27a-4fb8-bcbf-0e192fd75eeb,Tanah Abang,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/tanah-abang,Jakarta Pusat,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,9 hari yang lalu,
Credit Analyst - Indramayu,https://glints.com/id/opportunities/jobs/credit-analyst-indramayu/af38fd8f-3c8d-4261-bea8-69fcb0242536?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,,Penuh Waktu,1 – 3 tahun,Minimal SMA/SMK,Financial Analysis,8,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/a0af8aae502213e5d7678a48cd0c4530.png,,PT LOLC Ventura Indonesia - Cirebon,https://glints.com/id/companies/pt-lolc-ventura-indonesia-cirebon/8ef41576-b772-45e0-a6a5-62329e386c16,Indramayu,https://glints.com/id/job-location/indonesia/jawa-barat/kab-indramayu/indramayu,Kab. Indramayu,https://glints.com/id/job-location/indonesia/jawa-barat/kab-indramayu,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,8 hari yang lalu,"Rp 4 jt-4,5 jt"
Data Analis,https://glints.com/id/opportunities/jobs/data-analis/14a14518-7fb8-43d9-a86d-3c38b639351b?utm_referrer=explore&traceInfo=9c2a07dc-3340-49c4-a933-b46abbe2c170,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Statistical Data Analysis,4,https://glints.com/images/default-company-logo.webp,,Senikersku,https://glints.com/id/companies/senikersku/81cba77b-68ed-4c78-a87b-2dd1a25334f8,Mulyorejo,https://glints.com/id/job-location/indonesia/jawa-timur/surabaya/mulyorejo,Surabaya,https://glints.com/id/job-location/indonesia/jawa-timur/surabaya,Jawa Timur,https://glints.com/id/job-location/indonesia/jawa-timur,16 hari yang lalu,"Rp 4,5 jt-6 jt"
Data Analis,https://glints.com/id/opportunities/jobs/data-analis/8c464196-d422-4b52-bbd5-01538470233e?utm_referrer=explore&traceInfo=9c2a07dc-3340-49c4-a933-b46abbe2c170,,,Penuh Waktu,1 – 3 tahun,Minimal SMA/SMK,Python,7,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5ab4e7bd687843f621ce9d3580f785e4.png,,datapinter.com,https://glints.com/id/companies/datapintercom/b0442cc5-557b-4fb7-ba60-01c2ca2db818,Kelapa Dua,https://glints.com/id/job-location/indonesia/banten/kab-tangerang/kelapa-dua,Kab. Tangerang,https://glints.com/id/job-location/indonesia/banten/kab-tangerang,Banten,https://glints.com/id/job-location/indonesia/banten,17 hari yang lalu,
Analis Data,https://glints.com/id/opportunities/jobs/analis-data/8a27df1c-7178-4020-ae14-592742be060e?utm_referrer=explore&traceInfo=9c2a07dc-3340-49c4-a933-b46abbe2c170,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Microsoft Excel,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3a42b62d65878189871e3c468797791d.jpg,,Pt. Anyar Retail Indonesia,https://glints.com/id/companies/pt-anyar-retail-indonesia/74c89a4a-ddbc-48bd-ae98-e4dde83bd2ab,Rancaekek,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bandung/rancaekek,Kab. Bandung,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bandung,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,20 hari yang lalu,"Rp 3,7 jt-4 jt"
Data Analyst,https://glints.com/id/opportunities/jobs/data-analyst/ef74dec8-e05e-42b8-a0b3-4200efc05c93?utm_referrer=explore&traceInfo=9c2a07dc-3340-49c4-a933-b46abbe2c170,,,Hybrid,Magang,Kurang dari setahun,Minimal Sarjana (S1),5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/8b17bdfdc91218b22a723c953f9388a2.png,,Hakuhodo Digital Indonesia,https://glints.com/id/companies/hakuhodo-digital-indonesia/45bfacbc-3092-4548-810b-72e67916ca76,Kebayoran Baru,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/kebayoran-baru,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,23 hari yang lalu,"Rp 1,1 jt-1,1 jt"
